jvm_07765_01768528034	dbf8ba84-1c98-41aa-851e-c4283ba8e55d	segara caketipun papua singit napa mboten
jvm_01519_01859482440	71232b49-1a37-4f7c-ba2f-c49ec2d081d4	winona ryder iki mbiyen tau katresnan karo adi
jvm_07765_00517156746	bfdc4e77-8610-46b3-8dc5-3614c2734492	aktinge diah permatasari pas dadi momok ancol iku jan fenomenal tenan
jvm_07765_01012846120	76a51b09-25c2-48e0-8c8f-28cf0eb1e692	ayo mlaku mlaku numpak montor muluk etihad airways
jvm_09724_01525898676	8b6d7919-22e8-4e7d-af45-6a220c4fc855	ayo rek ngewangi pak tarno bèn_vrb sulape gawa kasil
jvm_09724_00774573911	e6dcb90b-8544-47c6-87af-af17025f1064	ana upacara penyambutan presiden ning bandhara internasional san fransisco
jvm_09724_01960923307	102c3cc8-ecf6-4dc3-9eb9-04746cfe7d9f	kapan virgin australia airlines didegna
jvm_01519_00601090651	a66ed015-b829-4cc5-9627-dc502270c577	kancaku sing nganggo klambi abang iku putu nomer telu
jvm_07765_00882447339	f01808b9-5923-410f-adc8-e3193947ca3e	wings air kursine sempit ora penak
jvm_09724_00637677454	3cef70bf-46b9-4d32-b8fb-cf9c69ea2b22	balon sing dicekel kaka slank mbledhos siji siji
jvm_09724_00778306017	45c653d1-60a6-43cc-9ef6-9afb2c33a4bf	misananku arep daftar dadi pramugarine korean air
jvm_07765_01126993968	0077078c-de5a-4fc6-b600-9ebe50a2e0d8	taun rong ewu kuwi dikeki jeneng taun millenium
jvm_01519_01968801464	b72b4d3f-5d59-411e-846a-8f27adbf468e	nino fernandez iki jik onok hubungan sedulur ambèk kraton solo
jvm_01519_02052547706	4f019b67-4168-45e0-ace5-f017f8ddda25	kasus lumpur panas kae tanggung jawabe bakrie and brothers
jvm_09724_01465404752	e83f14a2-bb86-4f6a-8b02-933b120f7835	adhiku emoh diwedhaki wedak sing cape johnson and johnson
jvm_09724_01229964081	e9648a44-5806-49a7-8bb1-1ceef29f8f04	tuku ayam goreng kriuk ning c_letter f_letter c_letter rasane kasinen
jvm_01519_01136809136	76faf1bb-81bd-4fb2-872c-3c9dabceada4	ana bis shuttle saka bandhara menyang pusat kuthane kok
jvm_01519_01636995768	97c5e277-76a5-402b-bbcd-1662b5202740	oppo iku perusahaan anyar sing kudu diperhitungna juga
jvm_07765_01338569881	a32af1c8-e0cc-412d-9c79-30aa14a80e35	mboten siyos ten sirkuit indianapolis
jvm_07765_01672400451	8e3203fc-36d2-4b50-a288-1124d9a6e7a3	sonny tulung nggolek godhong suruh ambèk woh jambe
jvm_09724_01209071260	793faa7a-81de-436f-9362-788a6d5fda33	panjenengan badhe tobat yuswa sewidak
jvm_01519_01980796347	aabc0859-0305-46a7-aa77-0609eb81ca49	kulo tepang kaliyan pak bayan wonten ing taun kalih ewu setunggal
jvm_01519_01434988091	fec8377c-e8a4-4b3d-bb61-31c87f154f8c	ana pira kantor total nèng indonesia
jvm_01519_00065406946	c3f7b4ee-e42c-4413-9d93-7ccdc7f93672	kula mantun kecalan yatra gangsal ewu teng_prep dalan
jvm_09724_00703700651	e5329cc9-899f-4525-9af2-0865bb88d238	okky setiana dewi ora gelem nglambeni anake macem macem
jvm_09724_02120438634	f95db6c1-3dc8-464f-b5d2-e3b0d962423a	ersa mayori dikengken ngagem rasukan cemèng kaliyan pethak
jvm_09724_02014865573	a2b51c62-6a95-4966-8ead-d139a9a70be7	korban perang_nou diungsiake menyang nganjuk
jvm_01519_00713325311	0bbd110c-4cfd-4290-85d2-97d3e1530fa1	arswendo atmowiloto lagi nulis cerkak gawe majalah jayabaya
jvm_09724_00930291647	bcd161bf-71c4-45c2-86a8-d86e6a361a58	barry prima numpak jaran sing lakune banter pol
jvm_09724_01153188104	d05a15bf-421b-4c2f-b0b4-4c2014781059	mbak miranda kerr saiki pancen ora ana tandingane nang donya
jvm_01519_00845232055	ccaf1552-323b-4a87-8d29-a33d1ea89cc1	akeh sing ditumbalke pas nggawe dalan tol cikopo awite maune iku alas gong liwang liwung
jvm_07765_00217256973	47b736bd-b0cb-47c8-a79e-25800f5c08ee	babi rica rica masakan saking mandailing natal
jvm_09724_00294509584	98939598-fdc0-4641-9e07-6e43c890a5e2	ès jeruk ning waroeng steak and shake
jvm_07765_01903990162	121de5ad-68c5-46a9-8315-c905ca0b19e2	jaran sumbawa susune bisa kanggo nambani lara jantung
jvm_01519_01049543947	01502d1e-f381-4217-b25e-ff271546e7d2	jambu kluthuk punika asalipun saking missouri
jvm_09724_02015742114	c46c0a46-1efb-4af5-aae5-613443557096	amit amit ndhisik yen mlebu tol padalarang
jvm_09724_01759236636	c7ad6832-5131-46fb-8302-7bf70d5381b8	sampun kula lebetaken kulkas pitulas menit tapi dèrèng anyes
jvm_07765_01166963648	0d482805-e05a-4d4f-ba09-24018f79b8f7	roti o_letter rotinipun raos kopi
jvm_07765_01927573190	1db3e518-2575-4b59-a8a2-caeb5a8414a1	mira durung tau mlebu nang tokone marc jacobs
jvm_07765_00498306384	c79f8b92-6fca-4a1a-b11d-4e5337f691ae	indah dewi pertiwi mular mular amargi mboten kantuk krama kalih calon garwane
jvm_07765_00598889615	9c971691-2919-4a94-a896-cda38119962f	demam berdarah wis tekan sorong
jvm_09724_00982325575	a7605c9f-dbe4-4e5b-b60d-d6729f718d49	kerajaan ning ternate mbiyen diuri uri amarga rajane sing andhap asor
jvm_09724_02031295406	44b1ebc2-5724-44d1-b1ac-c87a6d080248	prasaku kok klambi klambine h_letter and m_letter iki cilik cilik kabeh ukurane
jvm_07765_01799053273	e3ddd979-33f1-4db1-824e-0ee0d9840de9	pengine nenggak ès jeruk jam setengah siji awan mau
jvm_09724_01625975596	808826a6-3843-4b2f-9e49-d2a8ffd6261d	nèk tuku jam seiko mengko oleh servis gratis
jvm_09724_01471596596	7a9c6a0b-9aa9-4993-aed0-2e424f03be6a	pemandangan ning iceland apik tenan
jvm_07765_01682388323	c90d3003-6541-4c8d-a8db-d80f9c6ac212	valentino rossi mboten saged mbedaaken balapan teng_prep sirkuit kalih teng_prep dalanan
jvm_09724_00256303328	5b9a0d57-f0a9-439f-8783-12c15e50d8b9	calon mantune bupatine kuliah ning queensland
jvm_07765_00778057008	3c8c8ad1-3fdc-4123-9e10-c413f1823e1e	kon aja pisan pisan nglarani atine clint eastwood
jvm_09724_02055709172	daadd287-9bf6-4e77-b0c7-ae2230f5bb78	baidu ngono asale teko_vrb cina
jvm_01519_01769015167	884547f0-516f-4fa2-ae11-b1adb258dadb	staples teng_prep griya sampun telas dipun damel dolanan kalih adhi adhi
jvm_07765_01507331581	a134e3ad-fe27-4cb6-b754-264f63785f2c	slimutan karo turu ing njero bis bandung express
jvm_09724_01078236430	0b1edd69-b48c-4d2e-8a9a-79e0c163d02b	mben_adv-every dinten rahmat dipunsangoni ibune arta sekawan ewu ndamel njajan
jvm_07765_00417699045	bc91666c-6367-4a70-ae84-359e70154369	kemal palevi mlintiri kertas siji siji sampe entek
jvm_09724_00845358539	01ce7dae-5eef-440a-98c3-103d23209ff0	langgananku si sinar jaya awit pertama
jvm_07765_01284536808	a00de7cc-3e3f-495d-ae3e-fece7f879b3e	pabrik gula tebu ning cepu saiki wis tutup
jvm_07765_00466387707	bae31e92-e465-4663-a089-1ca7d942a1dc	putri charlotte dilairna nang inggris sasi november taun rong ewu limalas
jvm_07765_01192362422	eef897b6-0862-4935-959f-20e735f0101b	donny alamsyah jarang milih lakon dadi wong susah
jvm_07765_01433832457	31caf31b-21a0-46bb-a8cc-f2e3f692a1e2	golekna promo tiket garuda indonesia teka jakarta menyang surabaya
jvm_01519_01427086904	9fab0219-4974-4be0-bdbf-524f9730c8a1	adele kerep diarani bledhug anak gajah marang kanca kancane
jvm_07765_00921001571	a7d2a902-d76b-4c72-878e-e111c339c27f	ya kuwi perusahaan tambang fajar bumi sakti
jvm_07765_01993809221	91ef05f5-2b1b-4732-a673-46e3d8aed8ce	mat solar niki sak menika mboten sinten sinten ing mriki
jvm_09724_01820992858	217bc111-a18b-418a-8b93-57cb61cd09aa	piyambakipun eriska rein mboten saged medal sakwayah wayah
jvm_01519_01675537031	2c602c38-a1a7-4c22-8065-8560d8869ac8	kathah keturunan tionghoa ingkang gesang ten glodok
jvm_01519_01641752155	e892e5f7-181a-41f7-a1d1-2e39c9dd89e3	arep mbok eling eling nganti kapan kedadean taun rong ewu patbelas kuwi
jvm_01519_01193940341	c63ccbc0-74c4-4090-a1ed-53f319c24712	ndhèrèk tulung pesenake corobikang wolung puluh iji
jvm_09724_00923062524	892c0406-307d-42cd-ba35-e19905f861c9	ora usah adoh adoh tekan ndi ndi wong ana gurun ning gumuk pasir parangkusumo
jvm_09724_00509193841	b6865727-90f2-4111-9b01-c6386e4f369e	etude house niku anakipun perusahaan amore pacific
jvm_07765_00303445266	ff8ffbaa-965e-42be-9c37-35cebc84c0a1	ali zainal mboten kagungan toya ing griyane
jvm_01519_00399064763	1652d4b1-6772-4d92-81a0-cb948397a65b	dadi wong mbok ya sing nggenah koyok russel crowe ngene lho
jvm_07765_00146518743	e076164a-1862-4aa2-9041-ac945db09bb3	kamidia radisti kuwi mbiyen sing nggawakna acara olahraga nang t_letter-en v_letter-en
jvm_09724_01007668411	2e40808f-117b-4ddb-853f-fc1f70f7a3e4	saiki diangkat dadi kepala kantor pajak ning wilayah boven digul
jvm_09724_00914659052	782771af-1eca-4ff5-a05c-229e0e3ab770	deva mahendra sregep sanget anggene bidhal nyambut damel
jvm_09724_00585641756	22b86ba9-4fd8-4446-967f-a139da5933fa	jan janipun pripun ta ritual ingkang kaping pitu
jvm_09724_00870617641	d62187a6-374c-4bf6-b047-4eb9a9eca858	majalah ingkang dicepèng didalaken dening penerbit kanisius
jvm_09724_01700859938	8810a95b-054c-453a-9e06-e66a5ef95292	awake glenn alinskie dadi gedhe lan dhukur sakjoke rabi
jvm_09724_02059149582	af9fd38c-bdea-4e1b-9e6c-fc0943813231	sinten sing nate nitih lufthansa saking jakarta
jvm_07765_00144035544	92e6c231-265e-4d40-8503-34366713df44	samuel rizal dipun dhawuhi kaliyan tiyang kathah
jvm_07765_01747210574	27cffa72-ffe3-43c5-b502-a94ace904a94	tinder niki nggadhahe tiyang amerika serikat
jvm_07765_01430780418	a8ea814f-4278-45a6-97cd-c449d5e8efd1	wiz khalifa rumangsa oleh kabegjan sak sampunipun nembang wau sonten
jvm_09724_01237036273	59f7fd0d-137e-4ce8-a3b5-b205c71dfb47	umurmu iki jik enom lho jik rolikur dadi uripmu jik dawa
jvm_01519_01330542139	b8580bc9-ea84-48d9-8201-b024a2119480	wareg maem soto teng_prep gudeg yu djum
jvm_09724_00261066895	adf90bd7-bbf6-4dbb-8905-47b30e71d09d	central park ora resik lan ambune pesing uyuh asu
jvm_07765_01051862315	cb966b53-9831-4e0e-a640-1409dde58f36	garwanipun panjenengan ngasta wonten bandung
jvm_09724_00257978097	8ced5b7f-789b-4013-bc53-219c37dcd90c	ndelok annisa bahar njoged nggarai awak jantungan
jvm_07765_00697928426	81838980-6f24-43cb-9837-402e7a066bc8	piyambake mboten purun menawa diparingi arta sedasa ewu
jvm_09724_01728734940	8c1a910f-ef32-4752-a19d-3dc0d218b0b7	sirup panas seka p_letter t_letter combiphar ora ngefek
jvm_07765_01879565484	1522032a-61b6-4fdb-9278-769cd086cf34	ana patung yesus ning rio de janeiro
jvm_07765_01199810203	706458ff-df22-406a-9fc6-3a556e2385ab	ngirim surat durung tekan bengkalis
jvm_09724_01977019225	0093b10f-e94e-430f-8792-938130a69efe	pengantene arep lunga bulan madu menyang sri lanka numpak montor mabur
jvm_09724_00141637114	9723175a-72cf-4a23-a58d-248aff28ba8a	pussycat dolls iki lagune apik apik lho jajal rungokna ta
jvm_09724_02147061800	57e2263c-cb2e-467d-a75e-17a180e2a99d	arep balapan mobil ning sentul
jvm_09724_01444658327	a94bf039-f5d2-41e0-b368-0f10a1ca0358	david guetta nyiptakna lagu iku digawe anake sing mati kenek demam berdarah
jvm_09724_00927415425	4ed6afc5-bcb5-4098-955b-0a13e7a5ccf4	amber heard akas nèk dikongkon nandur bayem nang mburi omah
jvm_07765_02041242587	9047552f-7739-4255-9941-7b37176472c1	kantorku sak sabrangan saka kantor p_letter t_letter angkasa pura
jvm_09724_01795953917	8a01bc35-7fda-4d0f-bd85-dbd64aa85457	dhuwek sak yuta kok cepet men_adv enteke sakklemetan
jvm_07765_01052289144	792e29a4-91c9-4b03-b108-2d41e98adc4f	saben wengi panggaweanku mung nontoni discovery channel
jvm_09724_01194807835	2fb6a532-6b24-425f-9e24-1cdff6f03695	sebastian vettel ngadeg ngejer nang dhukure panggung
jvm_07765_01815695832	0e49c6ce-3149-4dc8-9862-c1bbc4eecef7	david beckham mboten tega ninggalaken putrine piyambakan ing lebete montor
jvm_09724_00940832020	b40f0333-263c-427e-af4e-728bc5883cdd	aurel hermansyah melu ujian nasional taun ngarep
jvm_09724_01322070650	419f71bd-3dcd-415b-b36c-cb39367a70fa	dior sampun bikak cabang teng_prep gambia
jvm_09724_00382351696	c58411ed-51ba-4045-9b9e-7c07258db6dd	aliran sing dianut huffington post iku liberal
jvm_09724_00720755175	e0e33484-4b65-4b3f-a00d-bbcd34796daa	dewi ngelake pol sakwise mlayu muteri lapangan sekolah
jvm_07765_01533182893	3b9c6ea1-5b57-4a92-b8e4-3b9b11d67ac8	lala karmela gak kumanan sega jangan gaweane simbok
jvm_07765_02002496592	85f16615-8973-466e-8e08-2d71d41b37a5	sepatu sing ana hake kae wae ning buccheri
jvm_09724_00161600310	3448d5ce-b07c-44a9-b3ad-c14e0df8564b	pegunungan teng_prep arizona sampun gundhul
jvm_09724_02062481310	5d2cffb5-baa7-40f1-bfde-db8ab6f29c0a	kita sedaya sampun nyiapaken sedayane kagem meryl streep mangke
jvm_07765_01292422663	40756d84-b087-43ad-b3c3-2451a7a051d4	jarene tobey macguire iku isa miber lan nemplok nang gedhung tenanan
jvm_09724_00212177494	a1415d73-1ae1-44f5-8fd7-5d719f0b173e	kesah klaten sareng réncang réncang
jvm_07765_01779320005	8afccc39-e55b-47fc-be04-19b9a4d6e6ec	sepadku sing abang kae polygon
jvm_09724_01897440148	9536e4c0-0130-4f11-947a-26e37989c8ff	pas mlebu ulen sentalu hawane krasa beda
jvm_09724_01401860993	4e08dbbc-940f-4291-8fbc-8bad2a917763	kaosmu tulisane kok saru ora kaya produksine joger bali
jvm_09724_01256601475	a440d31a-1751-4225-a705-7300e8a5a2eb	menawi kula leres_adj piyambakipun kesah dhateng brisbane
jvm_09724_00956603222	086518ac-a684-4527-8869-2ba81b5fdb89	tika bravani mulang lare lare ing terminal saben dinten ahad
jvm_07765_01382988121	3eec4994-2833-428e-b2eb-89b9f77fdc93	wong sing dha mudik padha turu sewengi ning stasiun jatinegara
jvm_01519_01999591517	247284a7-0370-43ad-a7c9-aaa338ab8576	ibu kula sampun sepuh nanging tasih sregep maos womens health
jvm_09724_01224086120	ab5f066d-6627-4d96-85ce-b5c92d4f3f09	a_letter i_letter a_letter iku perusahaan asuransi saka ngendi ya
jvm_07765_01666406535	10c68140-57df-4d66-bc26-cd4cb4a35c8a	wulandari iki akeh ngomonge mulane kancane gak pati seneng ambèk dheke
jvm_07765_00313919843	4a51d1fc-379d-449c-af02-14c82f6e0210	sunatan adhiku wingi ditanggapna paramore nang omah
jvm_07765_00329324166	8074d895-9956-4938-8cc1-2a55b4b6654e	jeneng tessy iku asline jenenge anak mbarepe
jvm_09724_00750511306	5461aec3-0866-47fb-829e-7acaddb2ea03	jaja mihardja butuh ban bekas akeh gawe usaha sampingane
jvm_09724_00424991399	685d4f6f-73a0-4697-857d-77201ccec604	mireng mireng badhe wonten banjir bandhang ing ngajeng taun kalih ewu sangalas
jvm_01519_01954499162	125646de-bd26-48f0-a3ed-e158490e8a91	pinginipun nenggak ès jeruk jam setengah setunggal siang wau
jvm_09724_01083823063	51a6ca8a-8a48-48d2-83f0-a34727a7a43a	once mekel_adj-fully didhapuk dadi bintang utama nang pagelaran wayang desaku
jvm_09724_01986081165	10eb1500-26a2-4b84-a2c1-8e58b3f4f394	soekarno tau diasingake ning pulau buru
jvm_01519_01006247318	90b066d3-71a9-4329-b1c1-72ef753cb3d4	gempa ingkang kedadosan ing samarinda dipunsiaraken wonten ing tivi nasional
jvm_07765_01082528274	44787413-aceb-42bc-be12-6cb9b92d5912	margot robbie lali nek_conj dina iki kudu mbancaki wetone anake
jvm_01519_00680661857	c09b658c-c835-405a-a03c-d76416ad4f48	musuem louvre kan bentuke kaya piramida kae ta
jvm_07765_00895219092	4d6618d7-6285-4371-8777-563507fa6318	ibu mboten kersa dhahar daging teng_prep tapanuli
jvm_09724_00112693017	8f818c76-1425-4a23-8c8a-01be4aa19868	ojok lali gawa jaket nèk arep metu metu saiki wis musim bedhidhing soale
jvm_09724_01221132107	bef14afe-f012-437b-95ca-ff63d2576a0d	udan ès ning pangkalan bun
jvm_09724_02089731285	d1a3418f-f8c5-4696-bb55-92f36f0a6126	h_letter m_letter sampoerna kang nduwe yayasan nggo yatim piatu
jvm_01519_00377218613	3b54d271-40d0-47a6-b2ea-66fd7665de42	mangsa paceklik kados menika pas jam kalih welas sing raosipun sirah kulo badhe pecah amargi panas
jvm_01519_01498803105	1eacb7c8-b81a-404f-8eaa-3a5ff49c7a69	shania twain dikongkon ibune ngenget jangan terong ambèk kacang
jvm_09724_00472270715	ef402b35-5b39-4dc3-b562-4181e1b43074	griya eyang putri kula ing pesona kahyangan blok a_letter nomer gangsal welas
jvm_07765_00783607227	b6381c8a-f586-47ee-ab52-e12a4114b4bd	pulau samosir ana ing tengahe
jvm_07765_01888549427	ed674384-26a9-4cf7-878e-25cde591349f	sak pinginmu apa bae ana ning i_letter t_letter c_letter kuningan
jvm_07765_01872761880	93acdd71-0c1b-4375-813e-4ed6c6832b2e	kaping gangsal nindaaken haji
jvm_01519_00431372936	3a6d7fef-4a67-4411-b5aa-de82a328dd60	ambasador kok sepi kaya kuburan
jvm_09724_01456271562	dc2be71e-ec3e-4f5b-8508-4e2d526330da	mboten sisah kuwatir mangke badhe ngawontenaken sosialisasi ing taun kalih ewu tiga
jvm_09724_00518630840	a5e0a803-80f1-48b0-bfdf-a18a3fdc9a3f	sakwise nyanyi evie tamala njujuk menyang omahe ibune
jvm_01519_01071423304	47273175-dc8b-44a1-8d7b-831d1bf94bd8	mito regane murah tapi ora awet
jvm_09724_00308338010	55b2a22f-838c-404d-9bd4-09476c714b25	jodie foster pancet ngeyel nèk duduk dheke sing nyolong
jvm_09724_00249392329	321be9ed-04f2-4a31-97a8-57323341fb39	saiki pantai sigandu ditanduri bakau sak pinggire ndalan
jvm_09724_01765501038	ba1d0e58-3de0-4fa3-b493-645652878e77	restoranipun sampun bikak teng_prep lima
jvm_01519_01801231272	f9495fbc-c977-4d5f-89a6-7f6fe83988ab	sampun mboten usah nggumun kalih yuswanipun ratu elizabeth loro
jvm_07765_01132023533	fc038a68-46aa-41e0-997e-a8288cb941b6	adi nugroho bidal nyambut damel teng_prep pabrik
jvm_07765_00555424348	d6053b41-2343-41b6-9777-2ab276dda672	badhe besuk_vrb-nou keluarga ten burundi
jvm_07765_01373214577	c1b878d9-50b7-4b64-b44f-3938acd1b5d4	iki krupuke selak_adj mlempem wis sangalas menit ora dinyuk
jvm_07765_00524043862	0bc1a1cd-457e-492f-8ce1-68b30838b345	jare p_letter t_letter ultrajaya susune ana sikil kodhoke
jvm_09724_01376736927	17aa8b26-6733-4ba9-b6fd-99a3a40efc56	mundhut duren kalih enceh ten pasar induk kramat jati
jvm_07765_00864603976	7e64b3f2-c4ff-4149-9ff5-38144d56adb0	lajeng taun kalih ewu gangsal panjenengan rawuh sareng garwanipun
jvm_07765_00661161387	a260e11b-99d2-4760-8f54-ae692abd3b37	jack bugg menek wit pelem sing lagi nguwoh akeh
jvm_09724_00851728854	83508b90-4050-4245-a0df-5c1173268541	syaharani nggak gelem nyekel kuthuk blas
jvm_07765_01465720427	13e5515d-aa80-43ad-80d3-bb59da9432a1	melinda nggotong meja jati sakmunu gedhene
jvm_09724_01770692578	8e8ed669-4a1f-4a91-86fc-8932757d1ac3	sedaya pemainipun wonten sewelas menawi bal balan
jvm_07765_00300557088	c6c73995-14d7-4ccf-ac77-af7c6c527922	ternak lembune p_letter t_letter greenfields indonesia lemu lemu
